title,telecommuting,has_company_logo,has_questions,employment_type,fraudulent,in_balanced_dataset,country,industry_group,edu_level
NE11 9SS Traffic Planner Apprenticeship available under NAS 16-18 year olds only!,0,1,0,Unknown,0,0,GB,Unknown,High School
Account Coordinator @ Tech PR Agency,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
BI Developer,0,0,1,Unknown,0,0,RO,Unknown,Unknown
Accountant,0,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Senior Compliance Specialist,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
TV Graphic Artist,0,1,0,Unknown,0,0,US,Unknown,Unknown
Customer Service Representative,0,0,1,Full-time,0,0,CA,Corporate_Services,High School
CDL Driver-Niles,0,1,0,Full-time,0,0,US,Unknown,Unknown
Lead Technician (Desktop Support),0,1,1,Contract,0,0,US,Tech,Associate/Vocational
Mid Level Banking Attorney,0,1,0,Full-time,0,0,US,Unknown,Associate/Vocational
Accountant,0,1,1,Full-time,1,0,US,Corporate_Services,Bachelor
RN - Operating Room (OR),0,0,0,Full-time,1,1,US,Health_Science,Unknown
Project Manager,0,1,0,Full-time,0,0,US,Health_Science,Unknown
Marketing Representative,0,1,1,Full-time,0,0,US,Finance,Unknown
Optical / Sales,0,0,0,Full-time,1,0,US,Health_Science,Unknown
NE4 9BN Customer Service Apprenticeship Available Under NAS 16-18 year olds only!,0,1,1,Unknown,0,0,GB,Unknown,High School
Support Worker (Personal Assistant),0,1,1,Unknown,0,0,GB,Health_Science,Unknown
Character Designer,0,1,1,Full-time,0,0,IL,Media_Entertainment,Unknown
IS TESTER (Rational Functional Tester),0,1,0,Full-time,0,0,BE,Tech,Bachelor
Healthcare Support Rep,0,1,0,Full-time,0,0,US,Health_Science,Unknown
Security System Installer (2GIG),0,1,0,Contract,0,0,US,Tech,High School
.NET Developer,0,1,1,Full-time,0,0,BE,Tech,Bachelor
Front-end engineer,0,0,0,Unknown,0,0,CA,Unknown,Bachelor
Solution Architect,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Accounts Receivable Analyst,0,1,0,Temporary,0,0,US,Consumer_Retail,Unknown
Sales Executive,0,1,0,Full-time,0,0,US,Tech,Bachelor
Marketing Assistant,0,1,1,Full-time,0,0,CA,Corporate_Services,Unknown
Contract SilverStripe Developer,0,1,1,Unknown,0,0,NZ,Unknown,Unknown
Music Editor,0,1,1,Part-time,0,0,GB,Media_Entertainment,High School
Senior Administrative Assistant,0,1,1,Unknown,0,0,US,Unknown,Unknown
JAVA Web developer,0,1,1,Full-time,0,0,BE,Tech,Bachelor
Part-time Illustrator for Kids Tutorials,1,1,1,Part-time,0,0,US,Media_Entertainment,Unknown
Marketing Intern (Paid),0,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Angular.js Frontend Engineer,0,0,1,Full-time,0,0,DE,Finance,Master/PhD
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Consumer Lending Sales Specialist,0,1,1,Unknown,0,0,US,Unknown,Unknown
Apple Specialized Technician,0,1,1,Full-time,0,0,US,Tech,High School
Maintenance Technician,0,0,0,Full-time,0,0,US,Unknown,Unknown
KYC Banking Opening Assistant,0,1,0,Full-time,0,0,GB,Unknown,Bachelor
"Video Journalist, Burmese Service ",0,1,0,Unknown,0,0,US,Unknown,Unknown
Rising Star (3rd Key Holder) - Oakbrook Center,0,1,1,Part-time,0,0,US,Consumer_Retail,Unknown
Outbound Telesales Agent,0,1,1,Unknown,0,0,GB,Unknown,Unknown
WF17 Personal Assistant Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Cad Designer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Sales Manager,0,1,1,Full-time,0,0,GB,Unknown,Bachelor
Summer Intern,0,1,0,Temporary,0,0,IN,Finance,Bachelor
Manufacturing Engineer - FDA GMP ISO CAD DVM - CT,0,0,0,Full-time,0,0,US,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Senior Test Engineer,0,1,0,Full-time,0,0,NL,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
iOS Software Architect,0,1,1,Unknown,0,0,US,Unknown,Unknown
UI/UX & Graphic Designer,0,1,1,Full-time,0,0,PL,Unknown,Unknown
Program Manager,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
TEMPLATE -  Rising Star (3rd Key Holder) - ENTER LOCATION,0,1,1,Part-time,0,0,US,Consumer_Retail,Unknown
English or Spanish Speaking Tour Guides in Manhattan - Experience not required!,0,1,1,Part-time,0,0,US,Media_Entertainment,Unknown
Controls Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Siebel Technical Lead || Uniondale NY or Herndon VA || 4+ Months ||,0,1,0,Contract,0,0,US,Tech,Unknown
Customer service associate,0,1,1,Full-time,0,0,GB,Consumer_Retail,Unknown
Service Delivery Manager 1,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Procurement Specialist,0,1,1,Full-time,0,0,NZ,Tech,Bachelor
Online Marketing Internship (Russian market),0,1,1,Unknown,0,0,RO,Unknown,Unknown
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
GIS Technician,0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior Java Developer,0,1,1,Full-time,0,0,BE,Tech,Bachelor
Cognos Developer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Senior Software Engineer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Account Manager - Sales,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
Ruby on Rails Expert - Disrupt the financial industry with Numbrs,0,0,1,Unknown,0,0,CH,Unknown,Unknown
"Cardiologist, Interventional Fellow, MD, Group Practice",0,0,1,Full-time,0,0,US,Health_Science,Master/PhD
Client Services Executive,0,1,0,Full-time,0,0,GB,Corporate_Services,Bachelor
Data Entry Clerk,0,1,1,Full-time,0,0,US,Corporate_Services,High School
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Junior Account Executive - Boston,0,1,0,Full-time,0,0,US,Tech,Bachelor
Graduate Business Development Manager,0,1,0,Full-time,0,0,GB,Corporate_Services,Bachelor
Customer Service Print Team Lead,0,1,0,Full-time,0,0,US,Consumer_Retail,High School
Graphic Design - Marketing Specialist,0,1,1,Full-time,0,0,US,Tech,Bachelor
"Account Executive - Sacramento, CA",0,1,0,Full-time,0,0,US,Tech,Bachelor
"Business Development/Sales,  Full Time with a short trial period",0,0,1,Full-time,0,0,US,Corporate_Services,Bachelor
Senior IT Auditor (REF SITAU_08),0,0,0,Full-time,0,0,GR,Unknown,Bachelor
Senior iOS Application Developer,0,1,0,Full-time,0,0,GR,Unknown,Unknown
Administrative Assistant,0,0,0,Full-time,1,1,US,Tech,Unknown
Part Time  Substitute Teachers,0,1,0,Part-time,0,0,Unspecified,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Technology Training Facilitator,0,0,0,Unknown,0,0,US,Unknown,Unknown
Outside Sales Professional-Neenah,0,1,0,Unknown,0,0,US,Unknown,Unknown
LS20 8LZ Customer Service Apprenticeship under NAS 16-18 year olds only,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Case Coordinator,0,1,1,Full-time,0,0,CA,Finance,Bachelor
National Sales Rep - Fashion Tech Accessories,0,1,1,Full-time,0,0,US,Media_Entertainment,Associate/Vocational
Front End Developer,0,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Senior Developer/Asset Management,0,0,0,Full-time,0,0,US,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Systems/Network Administrator,0,1,1,Full-time,0,0,US,Media_Entertainment,Unknown
Position Finance Assistant,0,0,0,Part-time,1,0,AU,Finance,Unknown
Solution Architect-Ground Operation,0,1,0,Full-time,0,0,US,Logistics_Travel,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Government_Public,High School
Social Media Intern,0,1,1,Contract,0,0,US,Corporate_Services,Bachelor
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Corporate_Services,High School
Software Engineer (Data Analysis),0,1,1,Full-time,0,0,DE,Education,Unknown
Flash  Developer Gaming,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Big Data Developer(C++),0,1,0,Full-time,0,0,IN,Tech,Bachelor
Service Delivery Manager 1,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Sales Manager,0,1,0,Full-time,0,0,PT,Tech,Unknown
Sr. Design Engineer Mechanical - 3D CAD,0,0,0,Full-time,0,0,US,Unknown,Unknown
Sales Director,0,1,1,Full-time,0,0,US,Tech,Bachelor
Supply Chain Specialist,0,1,1,Full-time,0,0,US,Tech,Bachelor
Software Engineer - Video and Imaging,0,1,1,Unknown,0,0,NZ,Unknown,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Client Account Executive,0,1,1,Unknown,0,0,US,Unknown,Unknown
Talent Management Process Manager,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Web Developer - Back / Front,0,0,1,Full-time,0,0,GR,Tech,Bachelor
Entry Level Accounting Specialist,0,0,0,Unknown,0,0,US,Unknown,Unknown
EROAD - Application Form,0,1,1,Unknown,0,0,NZ,Unknown,Unknown
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Finance,High School
Web Developer,0,1,0,Full-time,0,0,GR,Tech,Unknown
Junior Legal Counsel - Netlog,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Online Marketing Specialist,0,1,1,Unknown,0,0,RO,Unknown,Unknown
UX / Front-End Developer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Sale Representatives,0,1,0,Full-time,0,0,US,Consumer_Retail,Unknown
Account Executive,0,0,0,Full-time,0,0,US,Tech,Bachelor
Service Delivery Manager 1,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Hiring Technical Support Engg,0,0,0,Full-time,0,0,IN,Tech,High School
Developers,0,1,1,Unknown,0,0,NZ,Unknown,Unknown
Web Editor,0,1,0,Full-time,0,0,GB,Corporate_Services,Unknown
Excel in the Personal Development Industry,1,1,0,Unknown,0,0,GB,Unknown,Unknown
SVP Commercial Operations / COO,0,1,0,Full-time,0,0,GB,Tech,Bachelor
talented Senior Python developer,0,0,0,Contract,0,0,US,Tech,Bachelor
Senior Ruby Developer,1,1,1,Full-time,0,0,US,Tech,Unknown
Marketing Manager,0,1,0,Unknown,0,0,US,Tech,Unknown
Summer Intern at an Awesome Fashion Tech Design House,0,1,1,Part-time,0,0,US,Consumer_Retail,Unknown
Web Designer - London,0,1,0,Full-time,0,0,GB,Corporate_Services,High School
Marketing Account Manager,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
"International Broadcaster, Albanian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Solutions Architect-Network Planning,0,1,0,Full-time,0,0,US,Logistics_Travel,Bachelor
Photographer,1,1,0,Unknown,0,0,GB,Unknown,Unknown
Digital Copywriter,0,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Developer - Fnatic.com,1,1,1,Full-time,0,0,RS,Media_Entertainment,Unknown
Sale Representatives,0,1,0,Full-time,0,0,US,Consumer_Retail,Unknown
Project Manager (Hydraulic Fracturing),0,1,1,Full-time,0,0,US,Industrial_Energy,Unknown
"ENG Camera Operator, Broadcast Operations Division",0,1,0,Unknown,0,0,US,Unknown,Unknown
Sales Director - Replise US Operations,0,1,0,Full-time,0,0,US,Education,Unknown
Customer Support,0,1,0,Full-time,0,0,US,Tech,Unknown
Full Stack Developer,1,0,1,Full-time,0,0,PT,Tech,Bachelor
Entry Level Sales,1,0,0,Full-time,0,0,US,Finance,High School
"Director, eCommerce",0,1,1,Full-time,0,0,US,Logistics_Travel,Bachelor
Customer Service Associate - Part Time,0,1,0,Full-time,0,0,US,Finance,High School
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Senior Benefits Analyst,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Client Services Account Manager,0,1,1,Full-time,0,0,US,Tech,Unknown
Process Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Part-time Warehouse Help,0,1,1,Part-time,0,0,US,Unknown,High School
Account Manager,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Administrative Assistant,1,1,0,Full-time,0,0,US,Finance,High School
Licensed Professional Counselor (LPC) Job,0,0,0,Full-time,0,0,US,Health_Science,Master/PhD
Operations Manager,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Registered Nurse,0,1,1,Full-time,0,0,US,Health_Science,Unknown
Field Operations Specialist,0,1,0,Full-time,0,0,US,Unknown,Bachelor
Managing Editor,1,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Executive Administrative Assistant,0,0,1,Unknown,0,0,US,Unknown,Unknown
Full Stack Engineer (Founding Team),0,1,0,Unknown,0,0,US,Unknown,Unknown
Business Accountant,0,1,0,Full-time,0,0,ES,Health_Science,Bachelor
Business Analyst Training & Projects (BA),0,1,0,Full-time,0,0,US,Unknown,Unknown
PROCUREMENT MANAGER,0,0,0,Full-time,0,0,GR,Unknown,Unknown
Community and Volunteer Outreach Coordinator,0,1,1,Part-time,0,0,US,Government_Public,Bachelor
UNIX Admin with Solaris 10,0,0,0,Contract,0,0,US,Tech,Associate/Vocational
Administrative Support (Student Job / Internship),0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Clinical Systems Implementation Coordinator,0,1,0,Full-time,0,0,US,Tech,Bachelor
Junior Display Manager Italy,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Online Marketing Manager France,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Senior Ruby Developer,0,1,1,Full-time,0,0,GB,Unknown,Unknown
Business Development Specialist,0,1,1,Full-time,0,0,CA,Corporate_Services,Bachelor
Senior Developer,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
"CONTRACT: Design Engineer , North Hollywood, CA",0,0,0,Contract,0,0,US,Industrial_Energy,Associate/Vocational
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Receptionist,0,1,1,Unknown,0,0,US,Unknown,Unknown
Manager of Finance,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Front End Developer,0,1,1,Unknown,0,0,GR,Tech,Bachelor
(Internship) PR / Event Manager Assistant,0,1,1,Temporary,0,0,BE,Tech,Unknown
QA Engineer,0,1,1,Full-time,0,0,AU,Tech,Unknown
UI / UX Front end Developer,0,0,0,Full-time,0,0,GR,Tech,Bachelor
Office Assistant,0,1,1,Full-time,0,0,PL,Unknown,Unknown
Cruise Ship Physicians And Nurses,0,0,0,Unknown,0,0,US,Unknown,Unknown
Part-time Administrative Help,0,1,1,Part-time,0,0,US,Unknown,High School
Head of Customer Success,0,1,0,Unknown,0,0,IL,Unknown,Unknown
Channel Account Executive US,0,1,1,Full-time,0,0,US,Tech,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Software Engineer-JAVA,0,1,0,Contract,0,0,US,Logistics_Travel,Unknown
Wireless Software Engineer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Customer Care Agent (Night Shift),0,1,1,Full-time,0,0,IE,Unknown,Unknown
Internship in Marketing Department,0,1,1,Unknown,0,0,GR,Unknown,Unknown
JavaScript Engineer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Java/J2EE Developer,0,0,0,Contract,0,0,US,Tech,Unknown
PPC Analyst,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Sr. Java Developer with RESTful and Hadoop skills,0,0,1,Unknown,0,0,US,Unknown,Unknown
Happiness Recruiter,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Electrical Maintenance Technician,0,0,0,Full-time,0,0,US,Unknown,Unknown
Project Coordinator,0,1,1,Full-time,0,0,DE,Corporate_Services,Unknown
Senior Developer Ruby on Rails,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
CDL Driver-Addison,0,1,0,Full-time,0,0,US,Unknown,Unknown
Broker Manager,0,1,0,Full-time,0,0,GB,Finance,Bachelor
Senior Software Engineer,0,0,1,Unknown,0,0,GR,Unknown,Unknown
Mechanical Engineer,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Multimedia Producer (French),0,1,0,Unknown,0,0,US,Unknown,Bachelor
Sales Representative,1,1,0,Full-time,1,0,US,Finance,High School
QA Engineer,0,1,1,Full-time,0,0,IN,Tech,Unknown
UX Designer with a passion simple design,1,0,0,Contract,0,0,DK,Tech,Unknown
Account Manager,0,0,1,Unknown,0,0,US,Unknown,Unknown
Sr. Security Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
New York Captioning Assistant,0,1,1,Unknown,0,0,US,Unknown,Unknown
Greeter / Spotter,0,1,0,Part-time,0,0,US,Consumer_Retail,High School
Project Coordinator - OEM Projects,0,1,0,Full-time,0,0,US,Tech,Unknown
Durham Recruitment Consultant Assistant Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Corporate_Services,Unknown
Technical Solutions Engineer,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Web Developer (PHP) Royal Oak Metro Detroit,0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
Digital Account Manager,0,1,0,Full-time,0,0,GB,Unknown,Bachelor
Partnerships / Channel Coordinator,0,1,1,Full-time,0,0,FR,Tech,Bachelor
Blender Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
JUNIOR INVESTOR RELATIONS OFFICER,0,0,0,Full-time,0,0,GR,Unknown,Bachelor
Product Design Internship,0,1,1,Part-time,0,0,NZ,Consumer_Retail,Associate/Vocational
Content Ninja,0,1,1,Full-time,0,0,AE,Tech,Bachelor
Account Manager - High Growth Specialty Finance Company,0,1,0,Full-time,0,0,US,Finance,Bachelor
Application Support Analyst,0,1,1,Full-time,0,0,GB,Tech,Bachelor
IT Project Manager,0,1,1,Full-time,0,0,AU,Tech,Associate/Vocational
Production Supervisor,0,0,0,Full-time,0,0,US,Unknown,Unknown
Computer Support Specialist,0,1,1,Full-time,0,0,US,Tech,Bachelor
Marketing Content Writer,0,1,0,Unknown,0,0,IL,Unknown,Unknown
Alliance Data - Pricing & Profit Analyst Job,0,1,0,Full-time,0,0,US,Unknown,Unknown
Customer Happiness Intern,0,1,1,Full-time,0,0,FR,Tech,Unknown
"Client Services Administrator - Oakland, CA",0,1,1,Full-time,0,0,US,Finance,Unknown
IT Project Technician,0,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Software Project Coordinator (Part-time),1,1,1,Contract,0,0,US,Tech,Unknown
"Hiring Tech Lead - Linux @ Zeon Solutions, Nagpur !!!!",1,0,1,Full-time,0,0,IN,Tech,Bachelor
Software Engineer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Advanced RF Technologies,0,1,1,Unknown,0,0,US,Unknown,Unknown
Sharepoint Developer - Remote - USA Only,0,1,0,Contract,0,0,US,Unknown,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Administrator / EA,0,1,1,Full-time,0,0,GB,Tech,Unknown
Senior Account Executive - Embedded Solutions,0,1,0,Full-time,0,0,US,Tech,Bachelor
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Freelance Translators (m/f) from Spanish into Swedish,0,1,1,Unknown,0,0,DE,Unknown,Unknown
English Teacher Overseas,0,1,0,Contract,0,0,ZA,Education,Bachelor
Back-end/Full Stack Developer,0,0,1,Part-time,0,0,US,Tech,Associate/Vocational
Agile Coach/PM,0,1,1,Full-time,0,0,GB,Media_Entertainment,Unknown
Customer Service / Support,0,1,1,Full-time,0,0,NZ,Corporate_Services,Unknown
Social Media Manager,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Sales Associate,0,0,0,Full-time,0,0,US,Consumer_Retail,Unknown
"Personal Assistant (Tech, Mobile, Startup)",0,1,1,Full-time,0,0,HK,Tech,Bachelor
Digital Editor/Producer (French),0,1,0,Unknown,0,0,Unspecified,Unknown,Bachelor
Quality Assurance Engineer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Quality Assurance Manager,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
User Experience (UX) Designer,0,1,0,Full-time,0,0,CA,Tech,Bachelor
Project Manager,0,1,1,Full-time,0,0,US,Industrial_Energy,Associate/Vocational
Sales Executive for Big Data Platform,0,1,0,Unknown,0,0,US,Unknown,Unknown
Lead Engineer,0,1,1,Full-time,0,0,IN,Tech,Unknown
Game Studio Manager,0,1,1,Full-time,0,0,CN,Media_Entertainment,Bachelor
Online Customer Lifecycle Specialist,0,0,1,Full-time,0,0,GR,Unknown,Bachelor
Junior Account Manager,0,0,0,Full-time,0,0,GB,Unknown,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Customer Support Hero,0,1,0,Full-time,0,0,ZA,Tech,Unknown
Digital Marketing / SEM Specialist,0,1,0,Full-time,0,0,US,Corporate_Services,High School
Enterprise Account Executive EU,0,1,1,Full-time,0,0,BE,Tech,Bachelor
Senior SQL & Database Developer,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Executive Assistant,0,1,0,Full-time,0,0,NZ,Tech,High School
Sales Rep for AT&T Solutions Provider - Management Training,0,1,0,Full-time,0,0,US,Consumer_Retail,Unknown
Director of Client Engagement,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Senior Front End Engineer,0,1,0,Full-time,0,0,US,Unknown,Bachelor
Web Designer - Birmingham,0,1,0,Full-time,0,0,GB,Corporate_Services,High School
PeopleSoft CRM Consultant,0,0,0,Full-time,0,0,US,Tech,Bachelor
Makeup Artist,0,0,1,Contract,0,0,US,Consumer_Retail,High School
Remote IT Tech,0,1,1,Full-time,0,0,US,Tech,Associate/Vocational
Interior Designer,0,0,0,Contract,0,0,CA,Media_Entertainment,Unknown
Sales Manager,0,0,1,Full-time,0,0,UA,Tech,Bachelor
Sr. System Engineer/Storage Engineer,0,1,0,Contract,0,0,US,Logistics_Travel,Bachelor
Quality Assurance,0,1,1,Full-time,0,0,US,Unknown,Unknown
Staff Interpreter,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Customer Service Associate,0,1,0,Full-time,0,0,US,Finance,High School
Senior Sharepoint Developer,0,1,0,Contract,0,0,US,Tech,Bachelor
User Researcher,0,1,0,Unknown,0,0,US,Unknown,Unknown
Programming and Game Design Instructor,0,1,1,Part-time,0,0,US,Tech,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Sr Java Developer/Lead/Architect,0,0,0,Contract,0,0,US,Tech,Unknown
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Finance,High School
Front-end engineers,1,1,0,Full-time,0,0,GB,Finance,Bachelor
Association Property Manager,0,1,0,Full-time,0,0,US,Unknown,Unknown
Web Developer,0,1,1,Full-time,0,0,Unspecified,Unknown,Unknown
Curam Developer,0,0,1,Full-time,0,0,US,Tech,Bachelor
Well Test Operator,0,0,0,Full-time,1,0,US,Industrial_Energy,Unknown
. Net Developers,0,0,1,Full-time,0,0,US,Tech,Bachelor
ADF Developer,0,1,0,Contract,0,0,IN,Tech,Bachelor
Administrative Coordinator,0,1,1,Full-time,0,0,US,Tech,Bachelor
Digital Sales Superstar,0,0,1,Full-time,0,0,GB,Tech,Master/PhD
Bookkeeper,0,1,0,Full-time,0,0,PH,Corporate_Services,Bachelor
Carpenter,0,0,0,Full-time,0,1,US,Industrial_Energy,High School
Otak2 2014 Cohort (Round 1),0,0,1,Unknown,0,0,MY,Unknown,Unknown
Operations & Partners Associate,0,1,1,Contract,0,0,GB,Unknown,Unknown
Marketing and Sales Representative- Full Time Position,0,1,1,Unknown,0,0,US,Unknown,Unknown
PeopleSoft HCM Functional Consultant,0,0,0,Full-time,0,0,US,Tech,Bachelor
Food Aide and Cashier,0,1,1,Part-time,0,0,US,Unknown,High School
Senior C# Developer,0,1,1,Full-time,0,0,US,Tech,Unknown
Release Manager / Automation Engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
Office Manager,0,0,0,Full-time,0,0,US,Tech,Bachelor
Email Marketing Specialist,0,1,0,Full-time,0,0,US,Unknown,Unknown
Assistant Project Manager,0,1,0,Full-time,0,0,FR,Tech,Associate/Vocational
Position Finance Assistant,0,0,0,Part-time,1,0,AU,Finance,Unknown
Marketing Communications Manager,1,1,1,Full-time,0,0,US,Corporate_Services,Unknown
"Senior Software Engineers, C++ for AUTOMOTIVE",0,1,0,Unknown,0,0,GR,Unknown,Unknown
Senior Ruby Developer,1,1,1,Full-time,0,0,US,Tech,Unknown
Cooks & Chefs Wanted in Australia,0,0,0,Full-time,0,0,AE,Logistics_Travel,Associate/Vocational
Campaign Consultant (uncapped commissions),0,1,1,Contract,0,0,US,Tech,Unknown
Junior Pa,0,0,0,Unknown,0,0,Unspecified,Finance,Unknown
Accounting Manger,0,1,1,Part-time,0,0,US,Tech,Unknown
"VP, Lifestyle/Luxury",0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Marketing and Sales Representative- Full Time Position,0,1,1,Unknown,0,0,US,Unknown,Unknown
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Unknown,High School
Interactive Designer,0,1,1,Full-time,0,0,GR,Corporate_Services,Unknown
Procurement Officer,0,1,0,Full-time,0,0,NZ,Industrial_Energy,Bachelor
Marketing/sales Coordinator,0,0,0,Full-time,1,0,US,Corporate_Services,High School
"Clinic Assistant, Suffolk",0,1,1,Part-time,0,0,GB,Health_Science,High School
iPhone / iOS Developer,1,1,1,Contract,0,0,IN,Tech,Associate/Vocational
Military Veterans Wanted for Solar Energy Construction,0,1,1,Unknown,0,0,US,Industrial_Energy,High School
Core Product Manager,0,1,1,Full-time,0,0,EE,Finance,Unknown
Demand Generation Marketing Manager,0,1,0,Unknown,0,0,US,Unknown,Unknown
Inside Sales Representative,0,1,1,Full-time,0,0,US,Tech,Bachelor
Graduates: English Teacher Abroad,0,1,0,Contract,0,0,US,Education,Bachelor
OUD: Stage Marketing 1.,0,1,1,Unknown,0,0,NL,Unknown,Unknown
Software Engineering Intern,0,1,1,Unknown,0,0,US,Tech,Unknown
Fabricator - 2nd Shift,0,1,1,Full-time,0,0,US,Industrial_Energy,High School
Python Backend Engineers,1,1,0,Full-time,0,0,GB,Finance,Bachelor
Customer Service Associate - On Call,0,1,0,Full-time,0,0,US,Education,High School
Full Time Accounting Assistant,0,1,1,Full-time,0,0,US,Media_Entertainment,High School
Senior Javascript/Front End Engineer (Vibrant culture),0,0,0,Full-time,0,0,US,Unknown,Bachelor
SALES AGENT (Financial/B2B),0,1,0,Full-time,0,0,PH,Corporate_Services,Bachelor
Entry Level Sales,0,0,0,Full-time,0,0,US,Finance,High School
Above the Line Specialist,0,0,1,Full-time,0,0,GR,Unknown,Bachelor
Open positions,0,1,1,Unknown,0,0,US,Unknown,Unknown
Croydon Customer Service Apprenticeships Under NAS 16-24 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Regional Change Consultant,0,0,0,Contract,0,0,US,Corporate_Services,Bachelor
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
